(0-0)+0=0;(1*1)-1=1
(3-0)+(3*1)=6;(4*1)-(4/2)=7
(4*4)+0=16;(5/5)-1=27
(1-3)+(3+4)=5;(2*4)-(4-5)=6
(3-3)*(3-2)=0;(4*4)/(4*3)=1
(0*4)*(2*1)=0;(1/5)/(3/2)=1
(0*1)+(3+0)=3;(1/2)-(4-1)=4
(1*1)*(4-0)=4;(2/2)/(5*1)=5
(2+1)-(0+1)=2;(3-2)*(1-2)=3
(2+3)*(2+4)=30;(3-4)/(3-5)=41
(3-3)*(2*2)=0;(4*4)/(3/3)=1
(0-2)+(4-2)=0;(1*3)-(5*3)=1
(3*1)+(4+4)=11;(4/2)-(5-5)=22
(0*0)*(3-0)=0;(1/1)/(4*1)=1
(3+0)-(2-3)=4;(4-1)*(3*4)=5
(4-4)+(0+0)=0;(5*5)-(1-1)=1
(3*0)+(3+0)=3;(4/1)-(4-1)=4
(1-1)*(2*4)=0;(2*2)/(3/5)=1
(0-2)+(3+3)=4;(1*3)-(4-4)=5
(0*1)+(1+3)=4;(1/2)-(2-4)=5
(3-1)+(4-3)=3;(4*2)-(5*4)=4
(3-1)-(3-3)=2;(4*2)*(4*4)=3
(4+1)*2=10;(5-2)/3=21
(2*3)-(4-1)=3;(3/4)*(5*2)=4
(0+3)+0=3;(1-4)-1=4
(3-3)+(3+0)=3;(4*4)-(4-1)=4
(2+4)-(1-2)=7;(3-5)*(2*3)=8
(2*1)*(4-4)=0;(3/2)/(5*5)=1
(4*1)*(0*4)=0;(5/2)/(1/5)=1
(0-0)-(1-3)=2;(1*1)*(2*4)=3
(2*4)-(1-2)=9;(3/5)*(2*3)=0
(1+2)*(1*4)=12;(2-3)/(2/5)=23
4+(4+3)=11;5-(5-4)=22
(4-0)+(0*1)=4;(5*1)-(1/2)=5
(4-3)+(0+3)=4;(5*4)-(1-4)=5
(2*2)*(3+1)=16;(3/3)/(4-2)=27
0*(1*1)=0;1/(2/2)=1
(1+1)*(2+1)=6;(2-2)/(3-2)=7
3+(0-3)=0;4-(1*4)=1
(3-4)*(0*4)=0;(4*5)/(1/5)=1
(2*1)+(4+0)=6;(3/2)-(5-1)=7
(1+3)-(3-1)=2;(2-4)*(4*2)=3
(2*2)-(4*0)=4;(3/3)*(5/1)=5
(4*1)+(4-2)=6;(5/2)-(5*3)=7
(0*1)+1=1;(1/2)-2=2
1+(4+4)=9;2-(5-5)=0
(0*2)*(3-0)=0;(1/3)/(4*1)=1
(4+0)*(0*4)=0;(5-1)/(1/5)=1
(4+1)+(2*2)=9;(5-2)-(3/3)=0
(4+1)+4=9;(5-2)-5=0
(4*1)+(3-3)=4;(5/2)-(4*4)=5
(2*2)+(0*1)=4;(3/3)-(1/2)=5
(0*2)*(0+0)=0;(1/3)/(1-1)=1
(1*0)-(0*2)=0;(2/1)*(1/3)=1
(2-2)*(1+4)=0;(3*3)/(2-5)=1
(3-2)+(2+1)=4;(4*3)-(3-2)=5
(2*1)+(1+4)=7;(3/2)-(2-5)=8
(0+1)+(4+1)=6;(1-2)-(5-2)=7
(0-4)+(4+4)=4;(1*5)-(5-5)=5
(0-1)+(3-1)=1;(1*2)-(4*2)=2
(0+3)-(4*0)=3;(1-4)*(5/1)=4
(4*0)*(3+1)=0;(5/1)/(4-2)=1
(1-1)+(3-2)=1;(2*2)-(4*3)=2
(4-2)+(4*0)=2;(5*3)-(5/1)=3
(3*4)*(3+1)=48;(4/5)/(4-2)=59
(3*3)*(4*2)=72;(4/4)/(5/3)=83
(1+2)*(4+3)=21;(2-3)/(5-4)=32
(1*2)*(3-0)=6;(2/3)/(4*1)=7
(3-2)*(1+0)=1;(4*3)/(2-1)=2
(3+3)*(1+3)=24;(4-4)/(2-4)=35
(2+1)+(4*2)=11;(3-2)-(5/3)=22
(2*4)+(3*4)=20;(3/5)-(4/5)=31
(4-4)-(0*2)=0;(5*5)*(1/3)=1
(3+2)+(2-3)=4;(4-3)-(3*4)=5
(4-2)-(1-4)=5;(5*3)*(2*5)=6
(3-4)*(1-3)=2;(4*5)/(2*4)=3
(0-4)+(2+4)=2;(1*5)-(3-5)=3
(0*0)+(0-0)=0;(1/1)-(1*1)=1
(4+2)-(2+4)=0;(5-3)*(3-5)=1
(2+2)*(3*1)=12;(3-3)/(4/2)=23
(3-0)+(4+3)=10;(4*1)-(5-4)=21
(4-3)+(1*2)=3;(5*4)-(2/3)=4
(3+1)+(4+0)=8;(4-2)-(5-1)=9
(0+3)*(1*3)=9;(1-4)/(2/4)=0
(2+4)*(2+3)=30;(3-5)/(3-4)=41
(1+2)*(2+4)=18;(2-3)/(3-5)=29
1+(2*0)=1;2-(3/1)=2
(1-1)*(0+2)=0;(2*2)/(1-3)=1
(3-3)*(0+0)=0;(4*4)/(1-1)=1
(0+1)*(4+2)=6;(1-2)/(5-3)=7
(0+4)-(1-4)=7;(1-5)*(2*5)=8
2*4=8;3/5=9
(0+4)+(2-2)=4;(1-5)-(3*3)=5
(2+2)-(0-4)=8;(3-3)*(1*5)=9
(4+0)*(1-0)=4;(5-1)/(2*1)=5
(4+2)*(3+4)=42;(5-3)/(4-5)=53
(3+2)*1=5;(4-3)/2=6
(2*1)+(2*1)=4;(3/2)-(3/2)=5
2*1=2;3/2=3
(3-0)+(1+2)=6;(4*1)-(2-3)=7
(4*3)+(0*2)=12;(5/4)-(1/3)=23
(1+2)-(2-2)=3;(2-3)*(3*3)=4
(2+2)+(0*1)=4;(3-3)-(1/2)=5
(1+3)-(4*1)=0;(2-4)*(5/2)=1
(1*0)+(1*1)=1;(2/1)-(2/2)=2
(2-4)*(0-1)=2;(3*5)/(1*2)=3
(2-1)+(3+3)=7;(3*2)-(4-4)=8
(0-1)*(2-3)=1;(1*2)/(3*4)=2
(4*4)*(0+1)=16;(5/5)/(1-2)=27
(4-1)*(1+1)=6;(5*2)/(2-2)=7
(2+2)*(4-3)=4;(3-3)/(5*4)=5
(4*2)*(3*1)=24;(5/3)/(4/2)=35
(3*4)-(1*3)=9;(4/5)*(2/4)=0
1*(2*0)=0;2/(3/1)=1
(4-0)+(3+1)=8;(5*1)-(4-2)=9
(1-2)+(3+4)=6;(2*3)-(4-5)=7
(2-1)+(4-0)=5;(3*2)-(5*1)=6
(1*4)-(0*0)=4;(2/5)*(1/1)=5
(2*1)+3=5;(3/2)-4=6
1*(4-2)=2;2/(5*3)=3
(0+1)+0=1;(1-2)-1=2
(0*3)*(1-0)=0;(1/4)/(2*1)=1
(1*2)+(0+4)=6;(2/3)-(1-5)=7
(2-1)*3=3;(3*2)/4=4
(1+1)*(4-2)=4;(2-2)/(5*3)=5
(2+4)*1=6;(3-5)/2=7
(4*1)+(0-1)=3;(5/2)-(1*2)=4
(3+3)-(3*0)=6;(4-4)*(4/1)=7
0+(0+2)=2;1-(1-3)=3
(0*2)*(3+4)=0;(1/3)/(4-5)=1
4+(1+4)=9;5-(2-5)=0
(3+3)*(2+4)=36;(4-4)/(3-5)=47
(4-3)*(0*4)=0;(5*4)/(1/5)=1
(1*4)*0=0;(2/5)/1=1
(0*1)+(1-1)=0;(1/2)-(2*2)=1
(0-0)+(4-2)=2;(1*1)-(5*3)=3
(4+0)*(3+4)=28;(5-1)/(4-5)=39
3+(3*2)=9;4-(4/3)=0
(4+2)*(3*3)=54;(5-3)/(4/4)=65
(1*1)-1=0;(2/2)*2=1
(0+4)-(3-3)=4;(1-5)*(4*4)=5
(4*4)+(1*1)=17;(5/5)-(2/2)=28
(2-0)*(4-1)=6;(3*1)/(5*2)=7
(1+0)*(0*0)=0;(2-1)/(1/1)=1
2+(1-1)=2;3-(2*2)=3
(3-4)+(2-0)=1;(4*5)-(3*1)=2
(0-2)+(4*1)=2;(1*3)-(5/2)=3
(3+3)-3=3;(4-4)*4=4
(3+3)+(3-2)=7;(4-4)-(4*3)=8
(4-2)*(1+3)=8;(5*3)/(2-4)=9
(1+4)*(4+1)=25;(2-5)/(5-2)=36
(4+4)*(4*0)=0;(5-5)/(5/1)=1
(3+4)+(2-3)=6;(4-5)-(3*4)=7
(3*2)-(2-4)=8;(4/3)*(3*5)=9
(1-1)*(3+0)=0;(2*2)/(4-1)=1
(4*3)-(3-4)=13;(5/4)*(4*5)=24
(0+1)*(1+0)=1;(1-2)/(2-1)=2
(1+3)-(0*3)=4;(2-4)*(1/4)=5
(3*4)*1=12;(4/5)/2=23
(2*4)+(1+2)=11;(3/5)-(2-3)=22
(1+4)*(1*0)=0;(2-5)/(2/1)=1
(1+0)+(3-0)=4;(2-1)-(4*1)=5
(0-2)+(1*4)=2;(1*3)-(2/5)=3
(4*2)*0=0;(5/3)/1=1
(4+1)*(1*3)=15;(5-2)/(2/4)=26
(0-1)*(1*0)=0;(1*2)/(2/1)=1
(2-2)-(0-0)=0;(3*3)*(1*1)=1
(1+4)*(4-2)=10;(2-5)/(5*3)=21
(0*2)*(0*4)=0;(1/3)/(1/5)=1
(1*4)+(4-3)=5;(2/5)-(5*4)=6
(4*4)*(0*1)=0;(5/5)/(1/2)=1
(2+0)*(3-0)=6;(3-1)/(4*1)=7
(4+2)-(4-1)=3;(5-3)*(5*2)=4
(1*3)+(2-4)=1;(2/4)-(3*5)=2
(4*0)*(3+3)=0;(5/1)/(4-4)=1
(2-1)+(0*0)=1;(3*2)-(1/1)=2
(2-2)*(1-0)=0;(3*3)/(2*1)=1
(3*3)-(3+4)=2;(4/4)*(4-5)=3
(0*0)*(2-2)=0;(1/1)/(3*3)=1
(4-2)*(1+0)=2;(5*3)/(2-1)=3
3*(0+2)=6;4/(1-3)=7
(1*2)*(1-0)=2;(2/3)/(2*1)=3
(4*4)*(4+0)=64;(5/5)/(5-1)=75
(1*2)+(0*3)=2;(2/3)-(1/4)=3
(3-4)+(4+2)=5;(4*5)-(5-3)=6
(2-0)+(0-2)=0;(3*1)-(1*3)=1
(0-0)+1=1;(1*1)-2=2
(4-3)+(4*0)=1;(5*4)-(5/1)=2
(3+3)*(2+3)=30;(4-4)/(3-4)=41
(0*4)+(1+4)=5;(1/5)-(2-5)=6
(4+0)*1=4;(5-1)/2=5
(2*2)*(4+1)=20;(3/3)/(5-2)=31
(2+0)+(0+3)=5;(3-1)-(1-4)=6
(3+3)+(4*2)=14;(4-4)-(5/3)=25
(3+4)+(1-4)=4;(4-5)-(2*5)=5
0*(1-3)=0;1/(2*4)=1
(2-0)+(3-0)=5;(3*1)-(4*1)=6
(2+4)*(3+3)=36;(3-5)/(4-4)=47
2-(0*1)=2;3*(1/2)=3
4-1=3;5*2=4
(1+4)+(0+4)=9;(2-5)-(1-5)=0
(2-3)*(1-4)=3;(3*4)/(2*5)=4
(2*4)*4=32;(3/5)/5=43
(1+0)-(1-0)=0;(2-1)*(2*1)=1
(2+0)+(3+4)=9;(3-1)-(4-5)=0
(2-3)+(1+0)=0;(3*4)-(2-1)=1
(4-1)+(0*3)=3;(5*2)-(1/4)=4
0+(3+0)=3;1-(4-1)=4
(1+3)+(0+1)=5;(2-4)-(1-2)=6
(3*1)+1=4;(4/2)-2=5
(0+4)*(3*3)=36;(1-5)/(4/4)=47
(4+1)*4=20;(5-2)/5=31
(4+0)-(0-2)=6;(5-1)*(1*3)=7
(0+2)*(1+2)=6;(1-3)/(2-3)=7
(3+1)+(2+4)=10;(4-2)-(3-5)=21
4+(1*4)=8;5-(2/5)=9
(4+2)*(2+1)=18;(5-3)/(3-2)=29
(2*4)+(0*2)=8;(3/5)-(1/3)=9
(2*3)*(0-0)=0;(3/4)/(1*1)=1
(3*2)*(1*2)=12;(4/3)/(2/3)=23
(0+1)*(4*0)=0;(1-2)/(5/1)=1
(2*1)-(1-1)=2;(3/2)*(2*2)=3
2*(2+3)=10;3/(3-4)=21
(1+4)-(0+3)=2;(2-5)*(1-4)=3
(4-2)+(3-4)=1;(5*3)-(4*5)=2
(2-2)-(0+0)=0;(3*3)*(1-1)=1
3+(0-2)=1;4-(1*3)=2
(1+4)-(3+1)=1;(2-5)*(4-2)=2
(4*2)+(1-3)=6;(5/3)-(2*4)=7
(3*2)-(1-0)=5;(4/3)*(2*1)=6
(3-4)+(2*1)=1;(4*5)-(3/2)=2
(3-0)*(4-1)=9;(4*1)/(5*2)=0
(1+3)-(3-4)=5;(2-4)*(4*5)=6
(1*1)*(4-3)=1;(2/2)/(5*4)=2
(4+3)-(3+4)=0;(5-4)*(4-5)=1
(1*4)+(2-0)=6;(2/5)-(3*1)=7
(2+4)+(4+2)=12;(3-5)-(5-3)=23
(2-1)*(3-2)=1;(3*2)/(4*3)=2
(0*1)+(2*0)=0;(1/2)-(3/1)=1
(0+1)+(0-0)=1;(1-2)-(1*1)=2
(2*3)-(3+1)=2;(3/4)*(4-2)=3
(1*4)-(2-4)=6;(2/5)*(3*5)=7
4+(0+1)=5;5-(1-2)=6
(4-4)+(1*1)=1;(5*5)-(2/2)=2
(2*0)*(4-2)=0;(3/1)/(5*3)=1
(1+3)+(3+0)=7;(2-4)-(4-1)=8
(1*3)-2=1;(2/4)*3=2
(2+4)+(0+1)=7;(3-5)-(1-2)=8
(1*0)+(1+3)=4;(2/1)-(2-4)=5
(0+0)*(3-0)=0;(1-1)/(4*1)=1
(0+3)+(4-3)=4;(1-4)-(5*4)=5
(2+2)+(4-3)=5;(3-3)-(5*4)=6
(1*4)+(3*4)=16;(2/5)-(4/5)=27
(2*4)+(4-3)=9;(3/5)-(5*4)=0
(0+4)+(0*0)=4;(1-5)-(1/1)=5
(4+3)*1=7;(5-4)/2=8
(3+3)+(2-3)=5;(4-4)-(3*4)=6
(3*3)+(4+0)=13;(4/4)-(5-1)=24
(4+0)-(0+3)=1;(5-1)*(1-4)=2
(1+3)*(0*1)=0;(2-4)/(1/2)=1
(3-2)-(1*0)=1;(4*3)*(2/1)=2
(4-3)+(2+0)=3;(5*4)-(3-1)=4
(1+4)-(0+2)=3;(2-5)*(1-3)=4
(1*4)+(3+1)=8;(2/5)-(4-2)=9
(4*4)+(1*4)=20;(5/5)-(2/5)=31
(3*3)-(1-1)=9;(4/4)*(2*2)=0
3-1=2;4*2=3
(3-0)+(2*2)=7;(4*1)-(3/3)=8
(0*4)*(2-2)=0;(1/5)/(3*3)=1
(3+1)+(2+0)=6;(4-2)-(3-1)=7
(3-1)+(3+2)=7;(4*2)-(4-3)=8
(1*4)*(2+3)=20;(2/5)/(3-4)=31
(4*0)*(0*0)=0;(5/1)/(1/1)=1
(0+1)-(3*0)=1;(1-2)*(4/1)=2
(2*1)*(2+3)=10;(3/2)/(3-4)=21
(2*3)+3=9;(3/4)-4=0
(0+4)*(1*3)=12;(1-5)/(2/4)=23
(3-0)*(4-0)=12;(4*1)/(5*1)=23
(2+2)-(2-4)=6;(3-3)*(3*5)=7
(3*4)-(3-3)=12;(4/5)*(4*4)=23
(4*1)*(1+4)=20;(5/2)/(2-5)=31
(0+3)*(4+0)=12;(1-4)/(5-1)=23
0*(1+1)=0;1/(2-2)=1
(2*1)*(3+4)=14;(3/2)/(4-5)=25
(2+0)*(4+4)=16;(3-1)/(5-5)=27
(0+2)-(2-1)=1;(1-3)*(3*2)=2
(1*2)*(1*3)=6;(2/3)/(2/4)=7
(2-3)+(2*4)=7;(3*4)-(3/5)=8
(2+4)*(3*1)=18;(3-5)/(4/2)=29
(3*2)-(0*2)=6;(4/3)*(1/3)=7
(0*2)*(0*0)=0;(1/3)/(1/1)=1
(2*3)+(2+0)=8;(3/4)-(3-1)=9
(4-3)-(1-2)=2;(5*4)*(2*3)=3
(1+0)+(3-3)=1;(2-1)-(4*4)=2
(2-2)-(3-3)=0;(3*3)*(4*4)=1
(3+2)+(3-2)=6;(4-3)-(4*3)=7
(0+2)-(1*1)=1;(1-3)*(2/2)=2
(3+4)+(2*1)=9;(4-5)-(3/2)=0
(1+3)*(4+0)=16;(2-4)/(5-1)=27
(0+1)*(2-1)=1;(1-2)/(3*2)=2
(0*3)+(0*1)=0;(1/4)-(1/2)=1
(2+4)*(4-3)=6;(3-5)/(5*4)=7
(4+4)-(4*2)=0;(5-5)*(5/3)=1
(4+4)*(3-0)=24;(5-5)/(4*1)=35
(3+3)+(0-1)=5;(4-4)-(1*2)=6
(1+1)*(1*2)=4;(2-2)/(2/3)=5
(4-3)*(3-1)=2;(5*4)/(4*2)=3
(2-2)-(1-3)=2;(3*3)*(2*4)=3
(0+4)+(3-4)=3;(1-5)-(4*5)=4
(3+0)*(2*3)=18;(4-1)/(3/4)=29
(3*4)*(3+2)=60;(4/5)/(4-3)=71
(1-3)+(2-0)=0;(2*4)-(3*1)=1
(4+4)*(4+0)=32;(5-5)/(5-1)=43
(3*2)*(3*4)=72;(4/3)/(4/5)=83
(3-0)*(2*2)=12;(4*1)/(3/3)=23
(1*0)*(4+1)=0;(2/1)/(5-2)=1
(4*2)-(2-3)=9;(5/3)*(3*4)=0
(4*3)-(3*0)=12;(5/4)*(4/1)=23
(2+3)+(4+4)=13;(3-4)-(5-5)=24
(4*4)+(0+4)=20;(5/5)-(1-5)=31
(2*1)+(0*3)=2;(3/2)-(1/4)=3
(0+1)*(0+4)=4;(1-2)/(1-5)=5
2-(1*0)=2;3*(2/1)=3
(4+3)+(3*1)=10;(5-4)-(4/2)=21
(1*1)*(3+4)=7;(2/2)/(4-5)=8
(3-0)+(2*0)=3;(4*1)-(3/1)=4
(0-4)*(1-2)=4;(1*5)/(2*3)=5
(0*2)+(3+3)=6;(1/3)-(4-4)=7
(4-3)+(2-1)=2;(5*4)-(3*2)=3
(0+2)*(1*1)=2;(1-3)/(2/2)=3
(1*1)+(2+0)=3;(2/2)-(3-1)=4
(2*3)-(0*2)=6;(3/4)*(1/3)=7
(4+0)+(1+1)=6;(5-1)-(2-2)=7
(0+2)+(3+3)=8;(1-3)-(4-4)=9
(4*3)*(3-1)=24;(5/4)/(4*2)=35
4-(0-2)=6;5*(1*3)=7
(4+1)+(3-1)=7;(5-2)-(4*2)=8
(3*3)+3=12;(4/4)-4=23
(0-3)+(4+4)=5;(1*4)-(5-5)=6
(4*1)*(2+0)=8;(5/2)/(3-1)=9
(3*3)+(2+3)=14;(4/4)-(3-4)=25
(1*3)-(2+1)=0;(2/4)*(3-2)=1
(1*3)-(3-3)=3;(2/4)*(4*4)=4
(2-0)*2=4;(3*1)/3=5
(4+4)-(1*4)=4;(5-5)*(2/5)=5
(0+4)+(0+2)=6;(1-5)-(1-3)=7
(3*1)-1=2;(4/2)*2=3
(2+2)+(3*1)=7;(3-3)-(4/2)=8
0*(0*3)=0;1/(1/4)=1
(1*1)-(4-3)=0;(2/2)*(5*4)=1
(2+2)*(3+2)=20;(3-3)/(4-3)=31
(1*4)-(2*2)=0;(2/5)*(3/3)=1
(1*2)*(2+1)=6;(2/3)/(3-2)=7
4-(2-3)=5;5*(3*4)=6
(4*0)*(0+3)=0;(5/1)/(1-4)=1
(4-2)+(2*1)=4;(5*3)-(3/2)=5
(2*2)+(3-4)=3;(3/3)-(4*5)=4
(4+2)-(0-0)=6;(5-3)*(1*1)=7
(0+3)-(3-4)=4;(1-4)*(4*5)=5
(0*4)*(3+3)=0;(1/5)/(4-4)=1
(2*2)-(2+2)=0;(3/3)*(3-3)=1
(3+1)-(4-1)=1;(4-2)*(5*2)=2
(4+0)*(0*0)=0;(5-1)/(1/1)=1
(2*3)-(2*0)=6;(3/4)*(3/1)=7
(4*3)*(2+3)=60;(5/4)/(3-4)=71
(2+2)*(2-1)=4;(3-3)/(3*2)=5
(2*4)-2=6;(3/5)*3=7
(3-3)+(3-0)=3;(4*4)-(4*1)=4
(4-3)*(1+1)=2;(5*4)/(2-2)=3
(0+3)+(0-2)=1;(1-4)-(1*3)=2
(4-4)*(0*0)=0;(5*5)/(1/1)=1
(4+1)*(1+4)=25;(5-2)/(2-5)=36
(2+3)+(3*0)=5;(3-4)-(4/1)=6
(0-2)*(1-4)=6;(1*3)/(2*5)=7
(1+2)+(3-1)=5;(2-3)-(4*2)=6
(0+4)-(2*0)=4;(1-5)*(3/1)=5
(2+4)+(2*0)=6;(3-5)-(3/1)=7
(4+1)*(0+2)=10;(5-2)/(1-3)=21
(2+4)+(1-0)=7;(3-5)-(2*1)=8
(0*3)+(3+0)=3;(1/4)-(4-1)=4
(3*1)+(2-2)=3;(4/2)-(3*3)=4
(3-0)+(0*1)=3;(4*1)-(1/2)=4
(1-1)+(1*0)=0;(2*2)-(2/1)=1
(2*1)-(3-1)=0;(3/2)*(4*2)=1
(1*3)+(1-1)=3;(2/4)-(2*2)=4
(3+4)+1=8;(4-5)-2=9
1*(1*4)=4;2/(2/5)=5
(3+3)-(3*1)=3;(4-4)*(4/2)=4
(2*3)*(0*0)=0;(3/4)/(1/1)=1
(3-4)+(4-0)=3;(4*5)-(5*1)=4
(4+3)-(4-4)=7;(5-4)*(5*5)=8
(4+2)+(4+4)=14;(5-3)-(5-5)=25
(4*1)+(3+2)=9;(5/2)-(4-3)=0
(4*1)*(3+2)=20;(5/2)/(4-3)=31
(2*1)*(3-0)=6;(3/2)/(4*1)=7
2+(1*2)=4;3-(2/3)=5
(3*4)+(0-4)=8;(4/5)-(1*5)=9
(2+4)-(0-1)=7;(3-5)*(1*2)=8
(1*4)+(4+4)=12;(2/5)-(5-5)=23
(2+0)*(1+2)=6;(3-1)/(2-3)=7
(2+4)*(4+2)=36;(3-5)/(5-3)=47
(2-4)*(0+0)=0;(3*5)/(1-1)=1
(2+4)-(0*1)=6;(3-5)*(1/2)=7
(4-1)*(2*3)=18;(5*2)/(3/4)=29
(4-1)*(1*1)=3;(5*2)/(2/2)=4
(1-3)+(4+1)=3;(2*4)-(5-2)=4
(1+1)*(3+4)=14;(2-2)/(4-5)=25
(1-1)*(0*0)=0;(2*2)/(1/1)=1
(0+1)+(0-1)=0;(1-2)-(1*2)=1
(4*0)*(4-1)=0;(5/1)/(5*2)=1
(0*2)+(4*0)=0;(1/3)-(5/1)=1
(4+3)-(3+1)=3;(5-4)*(4-2)=4
(3-2)*(2-2)=0;(4*3)/(3*3)=1
(0*2)+(4*1)=4;(1/3)-(5/2)=5
(3-3)+(2*3)=6;(4*4)-(3/4)=7
(4-3)+(3+1)=5;(5*4)-(4-2)=6
(0+1)*(4+4)=8;(1-2)/(5-5)=9
(3*2)*(4+0)=24;(4/3)/(5-1)=35
(4-4)*(4+4)=0;(5*5)/(5-5)=1
(2*3)-(2+0)=4;(3/4)*(3-1)=5
(0-2)+(4+0)=2;(1*3)-(5-1)=3
(1*0)-(2-3)=1;(2/1)*(3*4)=2
(1+3)-(3+1)=0;(2-4)*(4-2)=1
(4-4)+(2-2)=0;(5*5)-(3*3)=1
(3+4)-(0-2)=9;(4-5)*(1*3)=0
(4+2)*(0+2)=12;(5-3)/(1-3)=23
(2+3)*(4+1)=25;(3-4)/(5-2)=36
(1*1)*(4+1)=5;(2/2)/(5-2)=6
1+(2*1)=3;2-(3/2)=4
(4*4)-2=14;(5/5)*3=25
(1+0)+(0+0)=1;(2-1)-(1-1)=2
(1*0)+(1+1)=2;(2/1)-(2-2)=3
(1+4)*(3-0)=15;(2-5)/(4*1)=26
(4*2)+(3+0)=11;(5/3)-(4-1)=22
(1-1)+(3-0)=3;(2*2)-(4*1)=4
(4-0)+(0-1)=3;(5*1)-(1*2)=4
(1+0)-(3-3)=1;(2-1)*(4*4)=2
(1*1)*(1+0)=1;(2/2)/(2-1)=2
(1+3)+(3*2)=10;(2-4)-(4/3)=21
(4*4)*(2+4)=96;(5/5)/(3-5)=07
(3+1)-(0*3)=4;(4-2)*(1/4)=5
(2*2)+(4-0)=8;(3/3)-(5*1)=9
(1+2)-(2-1)=2;(2-3)*(3*2)=3
(1*4)-(2-1)=3;(2/5)*(3*2)=4
(2-0)+(0+0)=2;(3*1)-(1-1)=3
(4*4)-(1-0)=15;(5/5)*(2*1)=26
(2*2)*(4*0)=0;(3/3)/(5/1)=1
(4-4)*(0*1)=0;(5*5)/(1/2)=1
(4*3)+(3+0)=15;(5/4)-(4-1)=26
4*(1+4)=20;5/(2-5)=31
(0+2)*(0*4)=0;(1-3)/(1/5)=1
(2*2)+(1*1)=5;(3/3)-(2/2)=6
(3+2)-(0*4)=5;(4-3)*(1/5)=6
(0*2)+(4-0)=4;(1/3)-(5*1)=5
(0+0)*(1-3)=0;(1-1)/(2*4)=1
(4+2)-(4-4)=6;(5-3)*(5*5)=7
(3*1)*(2-2)=0;(4/2)/(3*3)=1
(1*4)*(2+2)=16;(2/5)/(3-3)=27
(1*0)-(0-2)=2;(2/1)*(1*3)=3
(3*1)-(0-0)=3;(4/2)*(1*1)=4
3+(4+0)=7;4-(5-1)=8
(4+0)+(1-2)=3;(5-1)-(2*3)=4
(4-0)-(3-1)=2;(5*1)*(4*2)=3
(3-1)+(2-3)=1;(4*2)-(3*4)=2
(0+3)*0=0;(1-4)/1=1
(1+0)*(2+1)=3;(2-1)/(3-2)=4
(0-3)*(0*0)=0;(1*4)/(1/1)=1
(3+2)-(1-0)=4;(4-3)*(2*1)=5
(2-3)-(0-3)=2;(3*4)*(1*4)=3
(3+4)+(2-2)=7;(4-5)-(3*3)=8
2*(4-4)=0;3/(5*5)=1
(2*3)*(1+0)=6;(3/4)/(2-1)=7
(1+1)+(1*2)=4;(2-2)-(2/3)=5
(4+2)*(2+3)=30;(5-3)/(3-4)=41
(2+2)-(0-1)=5;(3-3)*(1*2)=6
(2+1)*(0*3)=0;(3-2)/(1/4)=1
(3*4)*(1-0)=12;(4/5)/(2*1)=23
(2*1)+(4-2)=4;(3/2)-(5*3)=5
(2+4)*(2+0)=12;(3-5)/(3-1)=23
4*(3*2)=24;5/(4/3)=35
(0+1)*(2*0)=0;(1-2)/(3/1)=1
(4+0)+(1+3)=8;(5-1)-(2-4)=9
(4-0)*(4*2)=32;(5*1)/(5/3)=43
(0*2)+(2*0)=0;(1/3)-(3/1)=1
(3-4)+4=3;(4*5)-5=4
(3-2)*4=4;(4*3)/5=5
(3*2)+(4*4)=22;(4/3)-(5/5)=33
(1-3)+(4*1)=2;(2*4)-(5/2)=3
(2*4)-(2-4)=10;(3/5)*(3*5)=21
(1+1)*(2+3)=10;(2-2)/(3-4)=21
(0+1)-(3-3)=1;(1-2)*(4*4)=2
(3*1)*4=12;(4/2)/5=23
(1+4)*(2*4)=40;(2-5)/(3/5)=51
(3-2)+(3-2)=2;(4*3)-(4*3)=3
(1*2)*(3*0)=0;(2/3)/(4/1)=1
(3*3)+(2*0)=9;(4/4)-(3/1)=0
(4+1)+(4+0)=9;(5-2)-(5-1)=0
(0*1)-(0*3)=0;(1/2)*(1/4)=1
(0-0)-(0*1)=0;(1*1)*(1/2)=1
(2+2)+(1+4)=9;(3-3)-(2-5)=0
(3+0)-(0*2)=3;(4-1)*(1/3)=4
(4+0)+(2-2)=4;(5-1)-(3*3)=5
(1*0)*(4+2)=0;(2/1)/(5-3)=1
(3+2)*(0*0)=0;(4-3)/(1/1)=1
(4*1)*(0-0)=0;(5/2)/(1*1)=1
(2*0)-(1-4)=3;(3/1)*(2*5)=4
(2-0)+(2*1)=4;(3*1)-(3/2)=5
(1*4)-2=2;(2/5)*3=3
(3-2)+(4-4)=1;(4*3)-(5*5)=2
(1+3)-(1-2)=5;(2-4)*(2*3)=6
(4*0)+(2+1)=3;(5/1)-(3-2)=4
(4+3)*(2+4)=42;(5-4)/(3-5)=53
(2*4)-(3-4)=9;(3/5)*(4*5)=0
(4+4)+(1-3)=6;(5-5)-(2*4)=7
(1*3)*(2+3)=15;(2/4)/(3-4)=26
(2*3)+(0+0)=6;(3/4)-(1-1)=7
(3+2)+(2*3)=11;(4-3)-(3/4)=22
(4+4)-(0+0)=8;(5-5)*(1-1)=9
(4+2)*(0*4)=0;(5-3)/(1/5)=1
(2+2)*(0+2)=8;(3-3)/(1-3)=9
(4+3)*2=14;(5-4)/3=25
